email,request_epoch,response_epoch,latency_s,status_code,outcome,error
fig2+e0596dd0ab-n30-r1-seat001@example.invalid,1788392402.3363142,1788392403.4270139,1.0906996726989746,303,claimed,
fig2+e0596dd0ab-n30-r1-seat002@example.invalid,1788392402.336459,1788392403.4212968,1.0848379135131836,303,claimed,
fig2+e0596dd0ab-n30-r1-seat003@example.invalid,1788392402.3365161,1788392403.5005178,1.164001703262329,303,claimed,
fig2+e0596dd0ab-n30-r1-seat004@example.invalid,1788392402.336617,1788392403.461347,1.124730110168457,303,claimed,
fig2+e0596dd0ab-n30-r1-seat005@example.invalid,1788392402.3366752,1788392403.298195,0.961519718170166,303,claimed,
fig2+e0596dd0ab-n30-r1-seat006@example.invalid,1788392402.336747,1788392403.407815,1.0710680484771729,303,claimed,
fig2+e0596dd0ab-n30-r1-seat007@example.invalid,1788392402.336589,1788392403.4582028,1.1216137409210205,303,claimed,
fig2+e0596dd0ab-n30-r1-seat008@example.invalid,1788392402.336653,1788392403.4935172,1.1568641662597656,303,claimed,
fig2+e0596dd0ab-n30-r1-seat009@example.invalid,1788392402.3367,1788392403.4208682,1.0841681957244873,303,claimed,
fig2+e0596dd0ab-n30-r1-seat010@example.invalid,1788392402.3367271,1788392403.48189,1.14516282081604,303,claimed,
fig2+e0596dd0ab-n30-r1-seat011@example.invalid,1788392402.336769,1788392403.422827,1.0860579013824463,303,claimed,
fig2+e0596dd0ab-n30-r1-seat012@example.invalid,1788392402.3367958,1788392403.300662,0.9638662338256836,303,claimed,
fig2+e0596dd0ab-n30-r1-seat013@example.invalid,1788392402.33683,1788392403.498379,1.1615490913391113,303,claimed,
fig2+e0596dd0ab-n30-r1-seat014@example.invalid,1788392402.336879,1788392403.395711,1.0588319301605225,303,claimed,
fig2+e0596dd0ab-n30-r1-seat015@example.invalid,1788392402.336906,1788392403.4144042,1.077498197555542,303,claimed,
fig2+e0596dd0ab-n30-r1-seat016@example.invalid,1788392402.33693,1788392403.476322,1.1393918991088867,303,claimed,
fig2+e0596dd0ab-n30-r1-seat017@example.invalid,1788392402.3369548,1788392403.493622,1.1566672325134277,303,claimed,
fig2+e0596dd0ab-n30-r1-seat018@example.invalid,1788392402.337062,1788392403.3918421,1.0547802448272705,303,claimed,
fig2+e0596dd0ab-n30-r1-seat019@example.invalid,1788392402.3371542,1788392403.244349,0.9071948528289795,303,claimed,
fig2+e0596dd0ab-n30-r1-seat020@example.invalid,1788392402.337329,1788392403.405016,1.0676870346069336,303,claimed,
fig2+e0596dd0ab-n30-r1-seat021@example.invalid,1788392402.337547,1788392403.496033,1.1584858894348145,303,claimed,
fig2+e0596dd0ab-n30-r1-seat022@example.invalid,1788392402.337617,1788392403.4981272,1.1605103015899658,303,claimed,
fig2+e0596dd0ab-n30-r1-seat023@example.invalid,1788392402.337746,1788392403.492511,1.1547651290893555,303,claimed,
fig2+e0596dd0ab-n30-r1-seat024@example.invalid,1788392402.3378072,1788392403.1914601,0.8536529541015625,303,claimed,
fig2+e0596dd0ab-n30-r1-seat025@example.invalid,1788392402.338133,1788392403.493731,1.1555979251861572,303,claimed,
fig2+e0596dd0ab-n30-r1-seat026@example.invalid,1788392402.3386571,1788392403.414762,1.0761048793792725,303,claimed,
fig2+e0596dd0ab-n30-r1-seat027@example.invalid,1788392402.339387,1788392403.484739,1.1453521251678467,303,claimed,
fig2+e0596dd0ab-n30-r1-seat028@example.invalid,1788392402.33967,1788392403.461164,1.1214940547943115,303,claimed,
fig2+e0596dd0ab-n30-r1-seat029@example.invalid,1788392402.3399181,1788392403.408167,1.0682487487792969,303,claimed,
fig2+e0596dd0ab-n30-r1-seat030@example.invalid,1788392402.340149,1788392403.477603,1.1374540328979492,303,claimed,
